precinct,arrival_time,voting_duration,start_time
Sahara Square,1.8572773199893304,23.230376525916512,1.8572773199893304
Sahara Square,3.391590841274853,2,3.391590841274853
Sahara Square,7.572361446555853,2,7.572361446555853
Sahara Square,7.796540231595719,2,7.796540231595719
Sahara Square,9.30800588911415,32.22647034774203,9.30800588911415
Sahara Square,9.595917132083315,4.0313669280821305,9.595917132083315
Sahara Square,10.016512600573265,2,10.016512600573265
Sahara Square,11.336655764727846,14.767575514607278,11.336655764727846
Sahara Square,12.892182324377684,6.149036977368934,12.892182324377684
Sahara Square,13.547026760298898,2,13.627284060165445
Sahara Square,13.831343118498564,2,15.627284060165445
Sahara Square,14.713055650261822,2,17.627284060165444
Sahara Square,15.211223922864214,2,19.04121930174662
Sahara Square,18.222792437739997,2,19.627284060165444
Sahara Square,20.782141060892812,17.019570471130223,21.04121930174662
Sahara Square,22.49398416274843,2,22.49398416274843
Sahara Square,22.73441921082639,3.9546983884769116,24.49398416274843
Sahara Square,23.136881407427,0.8459798562575017,25.08765384590584
Sahara Square,24.601177664030427,2,25.93363370216334
Sahara Square,30.41650106685614,1.7036365711857704,30.41650106685614
Sahara Square,30.509650655434182,1.7410864349392747,30.509650655434182
Sahara Square,31.569013686718858,5.276168788310614,31.569013686718858
Sahara Square,34.806044090247696,0.744602112697465,34.806044090247696
Sahara Square,37.694428747161005,2,37.694428747161005
Sahara Square,37.781239807804134,23.26104480029424,37.781239807804134
Sahara Square,37.92994968666111,17.849856901585877,37.92994968666111
Sahara Square,39.528228606883594,2,39.528228606883594
Sahara Square,41.13199464160329,17.281722274977813,41.13199464160329
Sahara Square,42.350237479199066,2,42.350237479199066
Sahara Square,42.625122445639924,12.93028499822886,42.625122445639924
Sahara Square,42.71455332868602,2,44.350237479199066
Sahara Square,43.0918681871382,2,46.350237479199066
Sahara Square,43.72087566493983,2,48.350237479199066
Sahara Square,45.17714975512046,2,50.350237479199066
Sahara Square,45.32378823299835,4.895083845178188,52.350237479199066
Sahara Square,46.420546937946504,2,55.55540744386879
Sahara Square,47.96787999416022,2,55.779806588246984
Sahara Square,48.71265750709891,24.271761491359687,57.24532132437726
Sahara Square,50.04078977437934,2,57.55540744386879
Sahara Square,53.33935278667104,2,57.779806588246984
Sahara Square,55.80565387692088,2,58.41371691658111
Sahara Square,55.913172625789954,2,59.55540744386879
Sahara Square,56.6712896972431,2,59.779806588246984
Sahara Square,57.04028481786534,5.881861282466752,60.41371691658111
Sahara Square,57.34450002733581,5.186782208614065,61.04228460809837
Sahara Square,57.91501405246256,11.96301395216517,61.55540744386879
Sahara Square,57.93124662876722,24.281374456196104,61.779806588246984
Sahara Square,58.17057065959223,20.327785429087943,66.22906681671243
Sahara Square,59.55613738867505,2,66.29557819904787
Sahara Square,59.954906646586785,2,68.29557819904787
Sahara Square,60.259065124657994,2,70.29557819904787
Sahara Square,60.319816834669176,0.604210419141862,72.29557819904787
Sahara Square,60.57308717410372,2,72.89978861818973
Sahara Square,63.53743725697133,18.6093235423289,73.51842139603396
Sahara Square,64.72884990935724,2,74.89978861818973
Sahara Square,65.16526137598484,1.739853860490852,76.89978861818973
Sahara Square,65.24520221159082,2,78.63964247868059
Sahara Square,66.02629187973966,7.493974111211171,80.63964247868059
Sahara Square,70.28978220744965,14.385204235360726,81.51708281573694
Sahara Square,70.69472894136634,2,86.06118104444309
Sahara Square,70.94820046608979,2,86.55685224580037
Sahara Square,73.28934520040217,2,88.06118104444309
Sahara Square,76.75278940676814,11.144863668265902,88.13361658989176
Sahara Square,76.7629407790778,2,88.55685224580037
Sahara Square,78.57931093714575,2,90.06118104444309
Sahara Square,78.93026107102209,6.999828120485778,90.55685224580037
Sahara Square,86.16341614119051,2,92.06118104444309
Sahara Square,88.50175559651055,2,92.12774493836287
Sahara Square,89.80144611369424,9.098075765214018,94.06118104444309
Sahara Square,92.05741609937598,2,94.12774493836287
Sahara Square,92.47579668066977,2.637272445188993,95.90228705109767
Sahara Square,92.87946894374215,2,96.12774493836287
Sahara Square,94.22837193567084,10.190875178792552,97.55668036628614
Sahara Square,95.68843704977877,2,98.12774493836287
Sahara Square,96.64404149378528,3.6829286196932842,98.53955949628667
Sahara Square,100.62026934166748,17.511201018725274,100.62026934166748
Sahara Square,101.79881858154435,0.7983202664735396,101.79881858154435
Sahara Square,103.16986755828222,4.2223496655532875,103.16986755828222
Sahara Square,104.3590560745818,4.155858162210736,104.3590560745818
Sahara Square,105.75780133855645,0.35074039848878247,105.75780133855645
Sahara Square,106.11262387592342,3.991973431409821,106.11262387592342
Sahara Square,107.21005049659122,27.984825004883316,107.3922172238355
Sahara Square,107.76755446016321,2,107.76755446016321
Sahara Square,107.90331053819305,2,108.51491423679254
Sahara Square,110.03118205982129,0.2775354757033488,110.03118205982129
Sahara Square,110.50188401360286,2,110.50188401360286
Sahara Square,111.97922346587315,0.3817630665440465,111.97922346587315
