precinct,arrival_time,voting_duration,start_time
Downtown (1),0.23302976314124027,2.1067422906561966,0.23302976314124027
Downtown (1),2.6653190059719987,20.08337036525559,2.6653190059719987
Downtown (1),9.262924157188003,1.0992512546497564,22.748689371227588
Downtown (1),12.056660380841562,2.5386666309395194,23.847940625877346
Downtown (1),38.423395551544075,34.399382059774375,38.423395551544075
Downtown (2),0.23302976314124027,2.1067422906561966,0.23302976314124027
Downtown (2),2.6653190059719987,20.08337036525559,2.6653190059719987
Downtown (2),9.262924157188003,1.0992512546497564,22.748689371227588
Downtown (2),12.056660380841562,2.5386666309395194,23.847940625877346
Downtown (2),38.423395551544075,34.399382059774375,38.423395551544075
Downtown (3),0.23302976314124027,2.1067422906561966,0.23302976314124027
Downtown (3),2.6653190059719987,20.08337036525559,2.6653190059719987
Downtown (3),9.262924157188003,1.0992512546497564,22.748689371227588
Downtown (3),12.056660380841562,2.5386666309395194,23.847940625877346
Downtown (3),38.423395551544075,34.399382059774375,38.423395551544075
