precinct,arrival_time,voting_duration,start_time
Downtown (1 booth),1.8572773199893304,23.230376525916512,1.8572773199893304
Downtown (1 booth),2.5678384789227637,10.740194648998656,25.08765384590584
Downtown (1 booth),2.79201726396263,3.5499403834131473,35.8278484949045
Downtown (1 booth),4.303482921481061,32.22647034774203,39.377788878317645
Downtown (1 booth),4.591394164450225,4.0313669280821305,71.60425922605967
Downtown (1 booth),5.803017665715546,2.94416827942964,75.6356261541418
Downtown (1 booth),8.53445970041649,9.241002149082064,78.57979443357145
Downtown (1 booth),8.684211272621434,10.888685917548862,87.82079658265351
Downtown (1 booth),8.9685276308211,0.6512453101028751,98.70948250020237
Downtown (1 booth),9.176735450171208,6.1719877223428075,99.36072781030525
Downtown (1 booth),12.188303965046993,1.4608048697647449,105.53271553264806
Downtown (1 booth),14.747652588199808,17.019570471130223,106.9935204024128
Downtown (1 booth),15.889594049247837,11.982901712989326,124.01309087354302
Downtown (1 booth),20.66991784633413,1.6830453365457194,135.99599258653234
Downtown (1 booth),20.901317103365148,2.817235376204293,137.67903792307806
Downtown (1 booth),21.144693756391685,7.120418950066002,140.49627329928234
Downtown (1 booth),21.39342038995444,11.954010637859502,147.61669224934835
Downtown (1 booth),22.14715878828453,21.91933181688148,159.57070288720786
Downtown (1 booth),22.25353051866988,16.85858163867099,181.49003470408934
Downtown (1 booth),25.141915175583193,1.7236020387136632,198.34861634276032
Downtown (1 booth),25.22872623622632,23.26104480029424,200.072218381474
Downtown (1 booth),25.377436115083295,17.849856901585877,223.33326318176822
Downtown (1 booth),26.791296766450664,11.187952441557387,241.18312008335408
Downtown (1 booth),26.864421126417383,11.226362243037899,252.37107252491148
Downtown (1 booth),28.711604697592936,17.444493320620225,263.5974347679494
Downtown (1 booth),28.80103558063903,3.8731522975909796,281.0419280885696
Downtown (1 booth),29.01284846943455,2.6412040091652855,284.9150803861606
Downtown (1 booth),30.469122559615183,3.098488810493749,287.55628439532586
Downtown (1 booth),30.615761037493076,4.895083845178188,290.6547732058196
Downtown (1 booth),31.257873066176195,7.677310934637031,295.5498570509978
Downtown (1 booth),34.725267564941866,7.391077430419986,303.2271679856348
Downtown (1 booth),36.0533998322223,2.443387418942704,310.61824541605483
Downtown (1 booth),36.21961479902945,23.08994108604193,313.0616328349975
Downtown (1 booth),36.327133547898526,0.7617371431369779,336.1515739210394
Downtown (1 booth),38.73226299667798,5.306819500172014,336.9133110641764
Downtown (1 booth),42.76742302769837,2.5829658443557,342.22013056434844
Downtown (1 booth),44.761479986615605,2.1295064662932783,344.80309640870416
Downtown (1 booth),46.99345396720103,3.9935981758872163,346.93260287499743
Downtown (1 booth),48.41794543866997,0.11362803413261148,350.92620105088463
Downtown (1 booth),48.76780552808264,1.6752682157750935,351.03982908501723
Downtown (1 booth),49.16657478599438,2.5244271568984478,352.7150973007923
Downtown (1 booth),50.69272831076249,2.129109346498448,355.2395244576908
Downtown (1 booth),50.870411584516994,0.4252619700782502,357.36863380418924
Downtown (1 booth),53.528886376278265,28.219182593968977,357.79389577426747
Downtown (1 booth),54.72029902866417,5.802554416645928,386.01307836823645
Downtown (1 booth),55.156710495291776,1.739853860490852,391.8156327848824
Downtown (1 booth),57.99286852108376,0.5595858492418962,393.5554866453732
Downtown (1 booth),59.034663415002356,5.467627677041819,394.1150724946151
Downtown (1 booth),59.58416787095078,29.84443229396989,399.58270017165694
Downtown (1 booth),59.83763939567423,0.9292317888279019,429.4271324656268
Downtown (1 booth),62.10775381332118,16.388013140186686,430.3563642544547
Downtown (1 booth),62.4984779111477,24.24410944456185,446.7443773946414
Downtown (1 booth),64.31484806921566,3.8310980161442423,470.98848683920323
Downtown (1 booth),64.665798203092,6.999828120485778,474.8195848553475
Downtown (1 booth),64.87875626633267,50.632085491179,481.8194129758333
Downtown (1 booth),66.17848137564896,19.153881912680315,532.4514984670122
Downtown (1 booth),68.4344513613307,3.1261406103915967,551.6053803796925
Downtown (1 booth),68.85283194262449,2.637272445188993,554.7315209900842
Downtown (1 booth),70.20192524151827,2.825705841506635,557.3687934352731
Downtown (1 booth),70.69464034223776,9.44232094350081,560.1944992767798
Downtown (1 booth),71.22077300219395,7.497157261410292,569.6368202202806
Downtown (1 booth),73.72237314772613,15.089281394963358,577.1339774816909
Downtown (1 booth),73.8364189000795,16.264813360896653,592.2232588766542
